loan_id,loan_amount,default_prob,interest_rate,loan_grade,loan_purpose,annual_income,employment_length,home_ownership,credit_score,risk_grade,risk_description,expected_loss,monthly_payment
LC000169,6223.254246642918,0.507349254874135,8.945091674488973,B,credit_card,61969.41034220467,6,RENT,570,E,High Risk,1420.8135322169612,197.73882416913153
LC000170,22726.788295647253,0.23621460425752094,18.45199750455568,E,credit_card,19091.53165256067,9,MORTGAGE,720,C,Medium Risk,2415.779686485349,826.7901854469034
LC000171,25326.93085526847,0.2821024477723893,18.137284326600444,C,debt_consolidation,21073.979979795986,8,RENT,694,C,Medium Risk,3215.15513497498,917.3743954590548
LC000172,5497.634867835684,0.13132993114511343,23.63919805244901,A,home_improvement,130646.63041390791,6,RENT,777,B,Low-Medium Risk,324.90180389422585,214.64779627090297
LC000173,20362.79174897843,0.08052709975595741,23.740813211150407,E,debt_consolidation,87156.70383716882,0,RENT,805,A,Low Risk,737.8904531158977,796.1219153842758
LC000174,11794.873255938139,0.06541930505259018,18.36021501103433,B,credit_card,35747.683303960424,7,RENT,814,A,Low Risk,347.2255852140846,428.5473011416354
LC000175,24355.183712283495,0.2741161636326688,10.385066255679497,A,debt_consolidation,41302.840474594115,7,RENT,699,C,Medium Risk,3004.2672857010057,790.2837139825119
LC000176,10230.992870149743,0.36520073977745676,20.374005086350785,B,credit_card,26491.436227668186,3,RENT,649,D,Medium-High Risk,1681.3647741764573,382.17283540609293
LC000177,25728.132143073977,0.15511337553423749,7.926524415798686,B,debt_consolidation,45079.206100697054,7,RENT,764,B,Low-Medium Risk,1795.849840306404,805.354362171092
LC000178,16602.060389016122,0.13158011164258337,20.052587475089318,A,credit_card,25372.19198773198,3,MORTGAGE,777,B,Low-Medium Risk,983.0254317676436,617.4369928437438
LC000179,33101.899662102034,0.08402690191206856,22.383530234604535,A,debt_consolidation,13145.346778702436,7,RENT,803,A,Low Risk,1251.6525342047623,1270.7538042962822
LC000180,9125.628324379799,0.3304503081528661,12.891001105831835,B,home_improvement,18755.12086189469,4,MORTGAGE,668,D,Medium-High Risk,1357.0050113459224,306.99960001900155
LC000181,15231.990531507756,0.18191096909703383,17.351435309695447,C,debt_consolidation,36700.52627746598,3,RENT,749,B,Low-Medium Risk,1246.8897714885386,545.7298760896977
LC000182,8404.205637217672,0.15991768883165622,13.742569177742872,B,home_improvement,20629.273345461566,5,MORTGAGE,762,B,Low-Medium Risk,604.7915138864221,286.1861561375508
LC000183,32740.808548356883,0.16786259745814416,13.879770989786312,E,home_improvement,35114.213395943596,1,RENT,757,B,Low-Medium Risk,2473.180724613149,1117.0923136298713
LC000184,31320.18060142943,0.3305219149185741,11.586676003946161,A,debt_consolidation,21219.364854918524,1,MORTGAGE,668,D,Medium-High Risk,4658.402730591015,1034.1060510096513
LC000185,12738.248831454668,0.14694788930405367,19.718333168105843,A,credit_card,24558.73903571487,1,RENT,769,B,Low-Medium Risk,842.3364506454413,471.5728018286729
LC000186,24799.52138102537,0.19429984023062732,22.851178154997093,A,debt_consolidation,55635.82755534891,8,MORTGAGE,743,B,Low-Medium Risk,2168.344368958165,958.060018823779
LC000187,29516.666006036474,0.29322334464295663,22.9335154662203,A,debt_consolidation,41099.04950508929,9,RENT,688,C,Medium Risk,3894.738988049584,1141.5593645422482
LC000188,21656.02434798387,0.2716166337722045,9.146063127748809,A,home_improvement,36140.44182132414,2,RENT,700,C,Medium Risk,2646.961395429725,690.1288977812609
LC000189,20889.517350680195,0.331488038840897,21.74538569381819,C,credit_card,56358.141307309386,9,MORTGAGE,667,D,Medium-High Risk,3116.081312509441,795.0312031099611
LC000190,12255.56872701355,0.10316424305893693,19.273765945688197,D,credit_card,46180.10223178953,3,OWN,793,B,Low-Medium Risk,568.9514119406094,450.93853805553056
LC000191,7793.083034176976,0.24463449261088702,10.551073212425207,E,debt_consolidation,74853.01320562564,9,RENT,715,C,Medium Risk,857.9056112731784,253.4819599080812
LC000192,31916.4727385998,0.2392282900200072,7.2111230325872615,A,debt_consolidation,28855.917652568765,7,MORTGAGE,718,C,Medium Risk,3435.8954385264333,988.5718005334376
LC000193,32012.541714899915,0.20287248581421174,10.823950803918803,D,debt_consolidation,29295.30404727456,3,RENT,738,C,Medium Risk,2922.508761719803,1045.3826627167718
LC000194,23993.043718198038,0.35667141368754707,22.41974826206746,B,home_improvement,18947.842784561675,10,RENT,653,D,Medium-High Risk,3850.9347697365665,921.5234674198233
LC000195,15170.893731461021,0.37998609333284644,17.397216148123903,A,credit_card,29304.88900468777,9,MORTGAGE,641,D,Medium-High Risk,2594.127888623539,543.8875993206142
LC000196,15476.287238379826,0.08084489898053708,18.978983896161694,D,home_improvement,58828.69041716697,9,RENT,805,A,Low Risk,563.0304952712665,567.1346623350244
LC000197,26778.67036610718,0.10484300277026874,10.628742319963726,C,debt_consolidation,69563.38888317625,6,MORTGAGE,792,B,Low-Medium Risk,1263.4002951200498,871.9987475628337
LC000198,31913.307798577312,0.43243064550613436,18.948986800346766,A,debt_consolidation,58697.50989475114,4,RENT,612,D,Medium-High Risk,6210.131531208633,1168.9919015352998
LC000199,31612.59272795352,0.10160321543610724,6.506187113002627,B,debt_consolidation,14807.721796897995,8,MORTGAGE,794,B,Low-Medium Risk,1445.3734812444804,968.983472963804
LC000200,28396.266375728716,0.0306857220296772,12.755784223914247,A,debt_consolidation,62415.73002541444,3,OWN,833,A,Low Risk,392.11197150882623,953.4456147905071
LC000201,24260.94938462863,0.057722545578843744,17.28156027376196,C,debt_consolidation,14483.14282572275,2,MORTGAGE,818,A,Low Risk,630.1816904881113,868.3724772885083
LC000202,7524.198949851465,0.23693907669109823,8.629738179743764,B,home_improvement,56900.457588610065,1,OWN,719,C,Medium Risk,802.2495384080718,237.9730194306474
LC000203,9848.861422838414,0.2632890766713733,20.814064340044823,E,home_improvement,30215.4220436145,0,RENT,705,C,Medium Risk,1166.8939336275453,370.1169459543746
LC000204,31956.62565581238,0.09649542871354509,10.230563378614535,A,credit_card,51599.46880639352,10,MORTGAGE,796,A,Low Risk,1387.6507318031502,1034.6131297650354
LC000205,23192.8717897877,0.20479632017720228,17.741060030732033,B,credit_card,18653.252861934,5,RENT,737,C,Medium Risk,2137.416658600574,835.4682673237398
LC000206,5275.91154849889,0.07564568179690315,13.293548566355934,B,debt_consolidation,65224.06770322071,9,MORTGAGE,808,A,Low Risk,179.59496678385912,178.51319547485502
LC000207,8044.1462859809635,0.17559256313704422,16.72878471859765,B,home_improvement,17457.290375567783,1,MORTGAGE,753,B,Low-Medium Risk,635.6215190721294,285.71113678425553
LC000208,24905.053073241674,0.045136859940022256,7.934109947320346,B,debt_consolidation,25997.938998505964,7,OWN,825,A,Low Risk,505.8611515645786,779.6770430664089
LC000209,5151.84751538656,0.20773698458401563,6.304430398588932,C,other,22047.4601018471,5,MORTGAGE,735,C,Medium Risk,481.6031705473757,157.44080083045282
LC000210,9824.24154252496,0.2998946716610847,22.372159692845422,D,credit_card,15106.155271072164,4,RENT,685,C,Medium Risk,1325.8069612716201,377.08633291905517
LC000211,21462.013680997585,0.3316607833823975,10.85334015780929,D,debt_consolidation,38073.119371071676,1,OWN,667,D,Medium-High Risk,3203.1487216815262,701.1491368385206
LC000212,25756.8559307808,0.2190557083429801,20.75418605004826,C,other,89594.0830073905,6,RENT,729,C,Medium Risk,2538.9838442723744,967.1435400697452
LC000213,24558.837785078016,0.27815244685746726,23.988305408499603,D,debt_consolidation,137785.39033636564,1,MORTGAGE,697,C,Medium Risk,3073.9953698527825,963.3624703474243
LC000214,11728.079283816794,0.10644203399202913,9.805762643980401,B,credit_card,38123.18451675113,4,RENT,791,B,Low-Medium Risk,561.762276205158,377.363508932842
LC000215,26365.376640426075,0.09995265089112414,10.7730733413004,C,credit_card,63471.14280244221,1,MORTGAGE,795,A,Low Risk,1185.880179129078,860.3380327754626
LC000216,12117.472624904003,0.19815147986933035,17.93147617742398,B,debt_consolidation,40784.089412834,10,RENT,741,B,Low-Medium Risk,1080.4928098053722,437.65923869123344
LC000217,14761.990944778032,0.1779672194344511,23.378075422811182,B,credit_card,46603.99739223942,9,MORTGAGE,752,B,Low-Medium Risk,1182.2177167914115,574.3455421315871
LC000218,27394.742153540723,0.1374478269321823,22.48465826743339,B,credit_card,30605.21427098286,10,RENT,774,B,Low-Medium Risk,1694.406500267231,1053.0987403132694
LC000219,24488.98697141644,0.38971394484420424,15.051759361180528,B,home_improvement,40036.165524075215,10,MORTGAGE,635,D,Medium-High Risk,4294.664873041061,849.5396264087221
LC000220,30476.70231482534,0.008330643035150253,20.311985085481044,A,debt_consolidation,47512.08374508221,1,RENT,845,A,Low Risk,114.25073754300628,1137.4740005446656
LC000221,24728.3867690103,0.1603822491514541,8.443425355798219,E,other,27194.502980693145,6,OWN,761,B,Low-Medium Risk,1784.6974295554191,779.9661855232029
LC000222,22049.258100064148,0.05323204494134606,23.59388731567222,B,debt_consolidation,34935.29272393047,8,RENT,820,A,Low Risk,528.1771941476791,860.3606825312003
LC000223,7810.243034842774,0.3833533354013433,23.358358212647758,A,debt_consolidation,35269.89127232133,4,MORTGAGE,639,D,Medium-High Risk,1347.3372229659394,303.7930459768741
LC000224,16031.474091783006,0.2364910946693694,8.947121241825077,B,debt_consolidation,54896.323534209114,6,RENT,719,C,Medium Risk,1706.085385708229,509.40214007321754
LC000225,12956.071030451763,0.13597887817539553,11.389616246455919,A,debt_consolidation,21311.11217860398,3,MORTGAGE,775,B,Low-Medium Risk,792.7884019267073,426.5596370416062
LC000226,12319.689301372508,0.07864948415913434,7.8027899551218045,A,debt_consolidation,35391.568602964246,1,RENT,806,A,Low Risk,436.02174384918925,384.9344614723823
LC000227,34190.316642573365,0.2215193104710512,10.890916780167235,A,other,94466.70605509392,2,MORTGAGE,728,C,Medium Risk,3408.2169153523914,1117.5817337578937
LC000228,16792.931740002812,0.06586386321081471,20.68720420947372,B,debt_consolidation,64992.68969309986,1,RENT,813,A,Low Risk,497.72131156444226,629.9810750125592
LC000229,31761.396655313398,0.24742082960607514,12.809680928974672,B,debt_consolidation,71295.57369379039,4,RENT,713,C,Medium Risk,3536.2939994573676,1067.2577440257655
LC000230,23934.158779917885,0.45486711784612355,7.591145408641651,C,debt_consolidation,36761.850678033465,5,OWN,599,D,Medium-High Risk,4899.087820031734,745.5034626824345
LC000231,28844.339106249452,0.40810490316065784,12.160059446020282,C,home_improvement,42637.89888062896,6,RENT,625,D,Medium-High Risk,5297.182297960099,960.2513903383547
LC000232,20079.112793155764,0.09420193425492077,23.66490001634304,B,home_improvement,59941.1234348276,2,RENT,798,A,Low Risk,851.171068457099,784.2323646127263
LC000233,22307.116538790775,0.4090540078288969,17.334304714665652,B,debt_consolidation,79231.38422406519,3,MORTGAGE,625,D,Medium-High Risk,4106.166940484387,799.0259147913788
LC000234,19775.530814565915,0.03293405131793466,13.490897035310839,B,debt_consolidation,13686.956028492994,7,MORTGAGE,831,A,Low Risk,293.0797560088404,671.0012537915965
LC000235,10857.289633941335,0.15538634751499178,8.99769324295086,C,debt_consolidation,18812.54750131857,3,MORTGAGE,764,B,Low-Medium Risk,759.1835610587368,345.24725156512466
LC000236,26673.56345784516,0.09848979374796824,23.751182351106507,A,debt_consolidation,69893.08880299825,6,RENT,795,A,Low Risk,1182.1831935689304,1042.998440212504
LC000237,13423.170873225674,0.028505278972550122,20.775282166736318,A,debt_consolidation,31620.32288460303,5,RENT,834,A,Low Risk,172.18405369687818,504.17144151780235
LC000238,5729.478992943616,0.3073496725839333,11.066591444116549,C,credit_card,25955.52058750121,6,MORTGAGE,680,D,Medium-High Risk,792.429071650985,187.75652428286557
LC000239,24364.168877215034,0.33467222507013356,7.26123652298141,B,debt_consolidation,19397.88864704548,0,RENT,665,D,Medium-High Risk,3669.304774554924,755.2083094574359
LC000240,10313.320382211468,0.3328743247985888,7.019260032796044,A,credit_card,27515.1392189356,2,MORTGAGE,666,D,Medium-High Risk,1544.8678013970748,318.5362192972441
LC000241,33213.757530587434,0.18395222910616688,8.166806691099609,A,debt_consolidation,18012.394050431947,5,RENT,748,B,Low-Medium Risk,2749.3851306344827,1043.3561769639664
LC000242,33617.85731007763,0.22733758491759673,16.45383450505959,D,other,103315.9591466667,2,MORTGAGE,724,C,Medium Risk,3439.17112093984,1189.4503118862644
LC000243,32445.931706613457,0.4544133832260995,22.717741581698863,D,other,35910.39094674206,6,OWN,600,D,Medium-High Risk,6634.739519426337,1251.204727631029
LC000244,16104.761007663332,0.16628203803415476,14.941381704107721,C,credit_card,35278.34960485025,8,MORTGAGE,758,B,Low-Medium Risk,1205.069617083261,557.8146443918091
LC000245,5463.698495866023,0.22290723523786254,21.17301868421155,B,debt_consolidation,48729.425074491846,2,RENT,727,C,Medium Risk,548.0540666490435,206.33089202021233
LC000246,32849.55687763177,0.13704958987200896,14.02595915747654,B,debt_consolidation,58757.41193433683,0,MORTGAGE,774,B,Low-Medium Risk,2025.9082339004992,1123.1342084110765
LC000247,17845.524449519427,0.3532174359881885,18.754503823820855,E,credit_card,58275.90993471162,9,RENT,655,D,Medium-High Risk,2836.5076754657016,651.9329964566589
LC000248,33999.644571310084,0.3427065553397236,19.173709271157016,E,home_improvement,62119.23559891812,5,MORTGAGE,661,D,Medium-High Risk,5243.355483213876,1249.27975451841
LC000249,33908.59931267759,0.24452961908788656,9.131346706260096,A,credit_card,26491.44751509317,0,MORTGAGE,715,C,Medium Risk,3731.2455931797704,1080.3584359516385
LC000250,30590.2836640208,0.18349400578999064,12.501889061564611,C,home_improvement,31290.39928981453,0,RENT,749,B,Low-Medium Risk,2525.91015949348,1023.383613285161
LC000251,13833.46676208757,0.22956965354437525,17.47143881768443,A,other,53343.9489055739,7,OWN,723,C,Medium Risk,1429.0848773505331,496.452638394005
LC000252,16552.93185805776,0.22796708164782067,7.2725389473185915,A,debt_consolidation,27897.86576987732,8,OWN,724,C,Medium Risk,1698.0856057784993,513.1716517390316
LC000253,30534.10014550571,0.04670695128787814,12.507723379733218,C,credit_card,36222.8959970938,1,RENT,824,A,Low Risk,641.7696276518976,1021.5894697233377
LC000254,14507.66015468833,0.22806267017386816,15.626390393061465,B,debt_consolidation,44328.44645902422,8,OWN,724,C,Medium Risk,1488.8950707839642,507.374364064741
LC000255,10084.782400582775,0.4044472921688917,23.932040874803498,D,debt_consolidation,53776.537288933745,4,RENT,627,D,Medium-High Risk,1835.4433203126894,395.29502245681005
LC000256,21704.037873750505,0.10274521389901639,14.541604127203932,A,credit_card,14930.47221771291,7,RENT,793,B,Low-Medium Risk,1003.493706214882,747.5146550478335
LC000257,33084.643224823434,0.2285643751449903,20.689021628057823,B,debt_consolidation,51915.50774192511,6,MORTGAGE,724,C,Medium Risk,3402.8868625095174,1241.1898431548657
LC000258,25880.89390024919,0.1904726799800754,13.77721113119912,D,home_improvement,32310.19102554294,6,MORTGAGE,745,B,Low-Medium Risk,2218.321449657202,881.7497122878555
LC000259,22101.83510268095,0.15927973045551957,20.33503300715476,D,debt_consolidation,51726.67347660488,3,RENT,762,B,Low-Medium Risk,1584.168451977313,825.1612181807707
LC000260,7915.294813123056,0.3256318589509214,16.717466429161952,A,credit_card,53555.075190131225,1,MORTGAGE,670,D,Medium-High Risk,1159.8624738638312,281.09011610486834
LC000261,23450.216800975093,0.12570831388680404,21.95871794704317,B,credit_card,81142.12539269822,4,MORTGAGE,780,B,Low-Medium Risk,1326.5492464487622,895.0736707237098
LC000262,34701.6155031279,0.29736275574660226,13.396965942301978,C,credit_card,71448.11663515991,10,OWN,686,C,Medium Risk,4643.535606691107,1175.8806681041665
LC000263,9202.520457095721,0.22852147364378883,16.877479556786618,A,debt_consolidation,71202.68670473131,10,OWN,724,C,Medium Risk,946.3380912416824,327.5340917155187
LC000264,20549.889570912102,0.06157089938085666,17.340336251138893,E,home_improvement,74744.8176373344,2,RENT,816,A,Low Risk,569.3738323762551,736.1450790501901
LC000265,31321.192157838665,0.13540668033798395,13.512892952408519,D,credit_card,42011.1144663357,8,MORTGAGE,775,B,Low-Medium Risk,1908.4943944444635,1063.0889861848298
LC000266,27223.05853262613,0.1931621660016671,8.597616786374667,A,credit_card,36904.63911936751,5,MORTGAGE,743,B,Low-Medium Risk,2366.309228108503,860.596815839368
LC000267,25910.47222985804,0.11245760336755344,7.68406932442204,A,debt_consolidation,56185.19357154535,0,RENT,788,B,Low-Medium Risk,1311.2233240911225,808.1690054155299
LC000268,26074.522519613278,0.19317278982037106,6.300087910793396,A,credit_card,52367.449037889935,2,MORTGAGE,743,B,Low-Medium Risk,2266.5997162565045,796.7876880229156
LC000269,15784.734536592656,0.175596122077969,21.72361675641386,D,home_improvement,31115.671612934493,3,RENT,753,B,Low-Medium Risk,1247.282177695136,600.5715828705032
LC000270,13807.755327934801,0.13411767241482744,10.256548420296502,A,credit_card,44462.95743910794,8,RENT,776,B,Low-Medium Risk,833.3388026352216,447.2023939862801
LC000271,29280.834664355407,0.08076189504221376,9.807121487071825,B,home_improvement,35683.78870046124,10,MORTGAGE,805,A,Low Risk,1064.1490631599886,942.160856987796
LC000272,29303.401840375423,0.26346305021410743,19.24863720766918,B,credit_card,23695.33674076424,5,MORTGAGE,705,C,Medium Risk,3474.163633731749,1077.8333875643552
LC000273,31012.16955740311,0.004711148236653484,11.760290035573052,B,debt_consolidation,69232.82443503874,3,OWN,847,A,Low Risk,65.74631756632134,1026.5008271184936
LC000274,32397.21657669414,0.1661402122766115,15.108804463413058,A,debt_consolidation,37331.75639379327,0,OWN,758,B,Low-Medium Risk,2422.1161976504945,1124.7871119989966
LC000275,20340.271965828135,0.2843897604737622,8.925199175354212,A,debt_consolidation,101149.42205619613,7,MORTGAGE,693,C,Medium Risk,2603.0542825498696,646.1073321444251
LC000276,20045.488840615988,0.30461113920849126,23.275422986315448,D,credit_card,16110.940669887214,10,OWN,682,D,Medium-High Risk,2747.735636279011,778.8357829796017
LC000277,28948.855369003253,0.15693748283658016,21.328465200310273,D,home_improvement,27490.908076196913,1,MORTGAGE,763,B,Low-Medium Risk,2044.422221675215,1095.5382898311416
LC000278,24498.917923332956,0.46105236292698476,21.548213213370058,C,debt_consolidation,36913.01280283687,10,RENT,596,D,Medium-High Risk,5082.877798968113,929.9085313620195
LC000279,26059.006317731102,0.06804125643678487,13.321927474296093,A,credit_card,64131.474793504014,10,RENT,812,A,Low Risk,797.8893891086425,882.0770739798863
LC000280,28873.78008308303,0.17357559774074668,19.72250184672911,B,credit_card,44344.08847530142,7,RENT,754,B,Low-Medium Risk,2255.3026366302015,1068.974951054375
LC000281,31700.16025452699,0.16510046085498595,8.589770797016044,C,credit_card,42414.11034828115,5,OWN,759,B,Low-Medium Risk,2355.1699802396915,1002.0151458644393
LC000282,15139.854705546075,0.05579323263051569,6.1551420466520455,A,debt_consolidation,20668.541804581513,7,MORTGAGE,819,A,Low Risk,380.1156460104329,461.64872073521786
LC000283,16267.48857919832,0.19682169545119454,6.3595127864045065,D,debt_consolidation,20364.10968819232,5,RENT,741,B,Low-Medium Risk,1440.8076073008408,497.5427543109138
LC000284,7819.4581952260705,0.1803052131607138,16.558831273282088,C,debt_consolidation,42670.04070561665,4,RENT,750,B,Low-Medium Risk,634.4500845111871,277.07117715429695
LC000285,22348.40422988522,0.07316362760804271,14.197108294462934,A,debt_consolidation,18360.31834526385,4,RENT,809,A,Low Risk,735.7906461191978,765.9567255058292
LC000286,6078.268213902263,0.22405766612042147,15.324276280353356,D,debt_consolidation,27835.32356253772,9,RENT,726,C,Medium Risk,612.8471655273977,211.67166976022247
LC000287,18967.940543973804,0.042777146119787265,6.13433652750995,E,debt_consolidation,46651.420899815006,9,MORTGAGE,826,A,Low Risk,365.12746390845206,578.1967478160495
LC000288,21279.3390412273,0.27367109506558296,13.608359153833662,A,credit_card,22221.995460438244,10,MORTGAGE,699,C,Medium Risk,2620.5930079580194,723.2362587433763
LC000289,13596.237563848532,0.12492431157382933,18.925226901615495,B,debt_consolidation,81038.36643308026,7,RENT,781,B,Low-Medium Risk,764.3252779461073,497.87009971830594
LC000290,22724.99781707032,0.4995636528862287,13.968486635413846,B,other,66967.86604933762,6,MORTGAGE,575,D,Medium-High Risk,5108.662314597251,776.3387839036048
LC000291,5915.007498171482,0.10963294772102883,19.17994571362,B,debt_consolidation,16552.459844210887,7,MORTGAGE,789,B,Low-Medium Risk,291.8158685174375,217.35915775040237
LC000292,6120.4456624764325,0.1783728309114279,10.194341359143026,A,debt_consolidation,22784.012854675013,7,MORTGAGE,751,B,Low-Medium Risk,491.2745486649709,198.04847950527315
LC000293,29678.016819789747,0.23756542511189646,20.636556080671056,B,debt_consolidation,11580.88737032139,6,RENT,719,C,Medium Risk,3172.7118070221145,1112.59084024551
LC000294,15805.719242337887,0.1373631493666503,16.59176232816214,E,debt_consolidation,24555.823594714035,1,OWN,774,B,Low-Medium Risk,977.0055179096693,560.3109366835778
LC000295,8811.815379556543,0.29585957034135374,9.793735789738312,B,home_improvement,53273.49667100112,10,RENT,687,C,Medium Risk,1173.1769604553194,283.47992544511175
LC000296,20667.29780164413,0.19839785007142985,10.260968565368993,A,debt_consolidation,29526.76824015413,8,MORTGAGE,740,B,Low-Medium Risk,1845.1563527844828,669.4106588188837
LC000297,28099.806592958324,0.027140752783860495,17.304548362251666,C,other,45724.915342477616,6,MORTGAGE,835,A,Low Risk,343.1924568061988,1006.0989794795152
LC000298,11474.630824905296,0.05828954318465818,20.93891267782398,B,home_improvement,16963.73044867103,10,OWN,817,A,Low Risk,300.98294504834723,431.9476758126362
LC000299,23686.714274570008,0.3215255919743972,13.481300076524793,D,credit_card,54121.544877786284,5,RENT,673,D,Medium-High Risk,3427.1481730767864,803.6012311483172
LC000300,7560.42394981304,0.2055210360214766,10.64940772429666,B,credit_card,27513.86631020835,8,RENT,736,C,Medium Risk,699.2217733172221,246.26522969555143
LC000301,6550.451635058231,0.15744355670211924,21.606208924390806,A,credit_card,36537.15040071334,0,RENT,763,B,Low-Medium Risk,464.09688154295105,248.83223113868993
LC000302,20940.63894704444,0.19887163868761265,18.046829251515028,A,debt_consolidation,34667.66715583682,10,MORTGAGE,740,B,Low-Medium Risk,1874.024632153967,757.5462872543138
LC000303,21219.053648303197,0.05808063875835074,14.065538771095378,C,credit_card,19229.97886568456,1,RENT,818,A,Low Risk,554.5872853835231,725.8925785079173
LC000304,24122.897044946196,0.1481630656948218,14.782203515027433,A,debt_consolidation,20403.420434392378,0,RENT,768,B,Low-Medium Risk,1608.3550708289035,833.6575947670899
LC000305,26782.740011679845,0.1954087256514144,9.676616422855135,C,debt_consolidation,58917.72360644536,9,MORTGAGE,742,B,Low-Medium Risk,2355.111492810978,860.1430586767721
LC000306,34275.56238387604,0.5191483778030942,17.28244734116719,A,credit_card,44333.50890321559,2,OWN,564,E,High Risk,8007.346174445101,1226.8408167977238
LC000307,20489.010449035857,0.1488932421590835,12.457365189771995,B,credit_card,61391.368174589676,10,MORTGAGE,768,B,Low-Medium Risk,1372.8038374747296,685.0127697055292
LC000308,14688.69418823738,0.15232462626798465,23.921613180138287,B,home_improvement,42716.0120228395,4,RENT,766,B,Low-Medium Risk,1006.8524336645897,575.6749983082001
LC000309,28855.58584306111,0.19695625240068243,14.64330327471398,D,debt_consolidation,39006.957920021356,0,OWN,741,B,Low-Medium Risk,2557.4796218139763,995.2553440185412
LC000310,13124.967537862227,0.18407159136260692,14.745940911413037,D,home_improvement,15321.229439068537,3,RENT,748,B,Low-Medium Risk,1087.1701475745858,453.35008145633446
LC000311,18169.142621169085,0.15028813299204177,16.185332173392094,A,debt_consolidation,31723.615520653566,7,MORTGAGE,767,B,Low-Medium Risk,1228.7729351707353,640.4368486906538
LC000312,7353.691440267979,0.32495160248970256,22.501608056137442,B,debt_consolidation,35821.65363921945,5,RENT,671,D,Medium-High Risk,1075.31721797845,282.752658990436
LC000313,5760.522302463725,0.14710941388914528,20.414725797475505,A,debt_consolidation,96428.1643404921,0,OWN,769,B,Low-Medium Risk,381.3421768248548,215.3008701480456
LC000314,33879.45244033775,0.3246760349581063,14.120341256361145,B,credit_card,51199.155464078394,0,MORTGAGE,671,D,Medium-High Risk,4949.93082819627,1159.9005758915773
LC000315,30079.403615366176,0.16255450928824508,18.93658678751033,B,debt_consolidation,78278.68250739429,2,OWN,760,B,Low-Medium Risk,2200.2942124705114,1101.6270679539589
LC000316,25879.22618281094,0.29686073860120676,16.55223897805371,D,credit_card,48960.48645728284,9,OWN,686,C,Medium Risk,3457.1367895756252,916.9082969218551
LC000317,17268.588332428095,0.2255400383655653,14.86260687662248,D,home_improvement,25446.879119079997,7,RENT,725,C,Medium Risk,1752.6411337567436,597.4600753274909
LC000318,10198.829602125374,0.15908467623990885,9.46168391011831,B,credit_card,38505.72105529239,10,RENT,762,B,Low-Medium Risk,730.1148773760511,326.51595488041323
LC000319,9693.111280132582,0.06224285990368411,14.350852742188037,B,credit_card,40868.37530976464,10,MORTGAGE,815,A,Low Risk,271.4971353480506,332.9417300427286
LC000320,12507.28694493786,0.46867728102236356,10.424734566406343,D,home_improvement,22706.856699694687,7,MORTGAGE,592,D,Medium-High Risk,2637.8465572439914,406.0736485834619
LC000321,21476.799941183614,0.15452598479646518,22.467158697329783,C,home_improvement,29965.62923598578,2,MORTGAGE,765,B,Low-Medium Risk,1493.4256475346288,825.4082281900866
LC000322,26437.87768100187,0.21529774433537985,12.037322642934246,A,credit_card,32765.011523053323,6,MORTGAGE,731,C,Medium Risk,2561.406943380474,878.587217053877
LC000323,24805.921301531936,0.1128086656340767,23.140752261600703,B,debt_consolidation,81049.05894353689,2,OWN,787,B,Low-Medium Risk,1259.2452968323817,962.0510304714354
LC000324,13398.016908378286,0.12345139084062191,15.594995221704801,B,home_improvement,12831.132678480166,3,MORTGAGE,782,B,Low-Medium Risk,744.3017198304609,468.3599528677561
LC000325,33645.95841989582,0.30395813790158815,17.367798816170886,A,credit_card,66363.9462846534,8,RENT,682,D,Medium-High Risk,4602.133291151607,1205.7380380277032
LC000326,27136.907500873054,0.3877649336276531,15.7729280008079,A,debt_consolidation,22733.670411078365,3,OWN,636,D,Medium-High Risk,4735.233511171111,951.013737146873
LC000327,21630.621575342022,0.2740926141593143,8.328851105400616,A,debt_consolidation,18287.268866421382,2,RENT,699,C,Medium Risk,2667.957126064362,681.1113394752449
LC000328,23351.622387030566,0.17646614022547216,12.764781942142937,C,home_improvement,65510.85054106608,4,RENT,752,B,Low-Medium Risk,1854.3468017889047,784.1654136259134
LC000329,17588.001872833698,0.2705841688903952,7.784630020997231,A,debt_consolidation,52362.6607197092,6,MORTGAGE,701,C,Medium Risk,2141.5656911415394,549.3982809076958
LC000330,12431.929685034724,0.1355636061407882,17.21317279530087,A,other,67999.75295864865,4,OWN,775,B,Low-Medium Risk,758.3927487264091,444.55226073069105
LC000331,15679.180359537848,0.1983117886982166,14.043735513607901,A,debt_consolidation,54195.381616679195,3,OWN,740,B,Low-Medium Risk,1399.2148360898539,536.2103376406326
LC000332,27735.383313931074,0.0880769671211669,20.00372948827686,C,home_improvement,101714.23074077048,7,OWN,801,A,Low Risk,1099.2817999053307,1030.7989353856271
LC000333,5431.804658892676,0.08691122961248265,9.968468657988657,D,debt_consolidation,48019.474121309366,3,OWN,802,A,Low Risk,212.4381698636285,175.18865746774193
LC000334,8482.179215207487,0.26002910395183165,8.962189051728028,B,credit_card,33582.53139969421,1,RENT,706,C,Medium Risk,992.5260574001641,269.5817893618954
LC000335,6380.079260652583,0.23288811669850362,13.313980157347821,B,home_improvement,43107.9704686139,9,MORTGAGE,721,C,Medium Risk,668.6300895302527,215.93622788323486
LC000336,6221.864069569104,0.22736919090683913,22.67853689793086,E,credit_card,67625.10468521752,5,OWN,724,C,Medium Risk,636.5970897436173,239.80541005503898
