loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type,loan_status
14954.13234769223,60,9.68337372393285,C,7,RENT,11959.020970860243,major_purchase,6.225618649495606,0,0,13,0,49698.14773099137,4.563006389522483,16,Individual,1
20274.285442761695,60,12.425338482301418,E,5,RENT,66628.26261666356,medical,38.600285285854895,0,1,12,0,12589.554282644882,49.06051541440829,20,Joint App,0
33301.72084505152,36,7.94602691423786,C,3,MORTGAGE,33913.27081763944,debt_consolidation,0.46495725324747106,2,0,15,0,7380.1556589886795,37.94074350412209,17,Individual,1
14073.113847464036,60,15.11530884669611,C,10,OWN,59518.916159559885,credit_card,19.518274263380754,1,1,8,0,24700.260260522162,69.98327644578268,20,Individual,1
7776.702132294008,60,14.114548013604926,A,5,RENT,33204.74062456693,debt_consolidation,1.4487953406846232,1,1,13,0,9406.524699013902,21.05062233719176,16,Individual,0
28768.546792900448,60,24.943256285589136,A,8,OWN,23490.849880407757,debt_consolidation,35.08636487028207,0,0,10,0,37539.05719188437,53.627397454868685,20,Individual,1
33213.15029561519,36,17.22417305631085,C,7,MORTGAGE,86325.13008267553,other,31.949851255820626,1,0,7,0,2629.5751276685874,3.182334624861838,17,Individual,0
4924.861662417799,36,20.728896463888468,B,6,MORTGAGE,35004.74480892683,debt_consolidation,9.001741568849614,0,1,19,1,6614.426966228687,9.501638179718363,16,Individual,1
10355.090397481845,36,11.680293415153084,D,4,MORTGAGE,38440.44916181082,home_improvement,5.5201259467094665,2,2,11,1,21490.608945444983,23.778109606264863,15,Individual,1
6536.907600678762,60,21.630906626855932,C,6,RENT,33294.756943141016,credit_card,8.480827649890529,1,2,5,0,20528.893475514174,34.41916291639691,20,Individual,1
14569.7150517045,36,17.301699329753667,E,0,RENT,17789.61536493849,credit_card,3.1331222447457163,0,1,6,0,34183.09382046526,92.03170710597009,18,Individual,1
18563.688177311094,36,18.93984663196877,F,7,OWN,47598.31192894664,debt_consolidation,9.47763724412411,0,4,6,0,5857.943675770749,74.88818097462199,25,Individual,1
30204.227141568954,36,10.888615558989088,A,4,OWN,44825.23986442959,credit_card,2.7243430937179847,1,0,11,0,13174.558615844895,37.217751354774634,21,Individual,1
26394.75581038529,60,15.972767833911544,B,6,RENT,56791.46146350761,debt_consolidation,34.10072530573782,0,2,8,1,31168.7552254591,75.5431849932633,22,Individual,1
25216.214131658817,36,17.680739468272172,C,6,RENT,24193.58377422862,debt_consolidation,34.12223805385301,0,2,10,0,43390.677461801344,42.32760617634924,27,Individual,1
14742.622917776522,36,16.78189351633162,B,7,MORTGAGE,16502.149943623335,debt_consolidation,21.959440746187127,2,3,12,0,11132.823226504795,7.709715556504215,21,Individual,1
33816.454570305636,36,23.30387422849133,B,6,MORTGAGE,48340.43121091877,medical,36.79551617590698,0,4,8,0,18331.29925498071,0.5310831840784735,20,Individual,1
19380.199528528417,60,22.96545328985107,D,5,MORTGAGE,69792.31320162087,debt_consolidation,14.011099447183422,0,0,8,0,19252.937300419853,50.98289069306613,20,Individual,0
39185.09258259102,60,24.41968115753741,G,5,MORTGAGE,16256.311500505679,other,7.153282525191469,2,1,12,0,29584.4087325281,48.74338372901388,21,Individual,0
25731.54339353374,36,18.348560120139787,D,4,OWN,18071.25129152763,debt_consolidation,12.17247475623151,0,1,10,0,24508.6373164846,85.83709936758765,21,Individual,1
5924.324921015606,36,24.43828260251369,C,4,RENT,27571.12745488184,home_improvement,4.946931715757641,0,0,14,1,29932.56127240704,18.647446999205187,28,Joint App,1
27370.924920941925,36,21.64956000063818,B,3,MORTGAGE,17210.75066903501,other,32.894336213859,0,1,11,0,8514.428558165398,14.344575001834958,17,Joint App,1
13679.05660183626,60,10.416642806799185,C,6,RENT,29839.143626654608,home_improvement,30.416772242337696,1,1,6,2,12157.756046637198,51.21279928215585,15,Individual,0
27766.7606707578,60,13.548713391025942,C,10,RENT,43861.42640692261,debt_consolidation,7.591529817657654,0,1,6,1,809.2441568198993,72.94283818987653,22,Joint App,1
3716.004778333824,36,9.767848843780197,C,2,OWN,52307.71917919132,debt_consolidation,21.82062397907653,0,2,6,1,42473.17055211785,11.135790522201706,17,Individual,1
7820.376049862416,60,5.0839432166113045,B,4,RENT,47574.9270615809,major_purchase,11.225479921651758,1,2,14,1,41627.24109707066,94.16061055018504,18,Individual,1
34373.753097325665,36,8.760975062938172,E,2,RENT,33696.43686105929,credit_card,5.245679363600182,0,1,9,0,29693.02331792958,20.427032216695984,17,Individual,1
9860.002723917081,60,5.081211725737513,D,7,MORTGAGE,68846.1693296347,credit_card,9.812740027969928,2,1,6,0,22938.013582121173,29.90768147244195,19,Individual,1
33644.603884474665,36,19.3967692270098,C,4,MORTGAGE,13990.829913836276,debt_consolidation,23.9934424693968,1,2,2,1,35790.65478138155,43.08376287728165,17,Individual,1
11891.767449722007,60,13.510685954423991,F,10,MORTGAGE,21419.465306759885,credit_card,26.026884500163447,0,0,12,0,3805.3040926732006,51.938415655436806,22,Individual,1
26072.394492289597,36,11.251494541557165,B,9,RENT,36922.554546584084,credit_card,7.474416161183153,0,0,9,0,48876.89787331598,71.2870128088014,17,Individual,1
28071.87236688341,60,20.234417821903758,A,5,RENT,24727.513456570014,home_improvement,30.95248178929287,2,1,16,0,47797.45312657718,57.19438524894345,13,Joint App,1
20993.535372657065,36,21.6497354923929,D,0,RENT,33883.034219150795,debt_consolidation,22.996333616399927,1,1,11,0,6513.90215012424,62.62436472606064,24,Individual,1
12907.11639117252,36,24.5059907729976,G,10,RENT,46200.40319614527,home_improvement,17.17042708119297,1,1,7,0,49461.09331455781,73.10886649102083,15,Individual,0
9293.13067847275,36,17.840271693504825,C,3,OWN,27560.99292062796,home_improvement,25.850932131932616,1,1,14,0,23498.836688538777,55.36746133501077,22,Individual,1
2294.3848279346225,36,14.230579170801034,A,8,MORTGAGE,27619.09813263283,credit_card,13.331492413233676,0,3,14,0,23856.781478045352,15.325133516160372,14,Individual,1
12853.909648388228,60,11.105286032148719,D,4,OWN,31843.277029541292,debt_consolidation,10.552894145871164,0,2,10,0,21041.713828209526,10.622559139295973,15,Individual,1
26473.34883072004,36,9.446364184284526,A,0,MORTGAGE,56261.160207425746,debt_consolidation,37.05243631877755,0,0,12,0,39725.90181846838,85.73592513943026,27,Individual,1
37593.88791949082,60,9.258519009652025,C,3,OWN,49859.89041496946,credit_card,35.96804271182245,0,1,10,0,30756.32055788487,83.54560381877867,13,Individual,1
34976.97480825903,60,13.183787494395975,B,5,OWN,54298.37505766522,credit_card,19.009544768152704,0,1,13,0,25958.64765063603,51.49530719872345,25,Joint App,1
30876.5262848768,36,24.835727105758597,E,6,RENT,39166.11338091513,credit_card,24.15552322074783,0,1,14,0,4912.846076328764,17.030321433091423,14,Individual,0
31749.446386878648,36,5.017073948748065,C,6,MORTGAGE,39650.86832966235,debt_consolidation,26.277791533984008,0,1,10,1,26372.732816260424,0.14374580206117926,23,Individual,1
26934.411235563814,36,8.944117944620016,E,7,MORTGAGE,65022.76111184409,major_purchase,26.22464296685051,0,2,16,0,6044.772449543484,43.13938779802141,29,Joint App,0
11151.187445074118,36,8.767859648071477,B,4,MORTGAGE,23657.984215442255,debt_consolidation,21.126336031975548,0,1,13,0,38958.90876124444,86.58682303733815,20,Individual,1
36380.60619752736,60,19.342389710645847,B,5,MORTGAGE,65828.904486107,home_improvement,12.508787260739753,0,2,8,0,20303.050162367686,33.94745957444905,21,Joint App,1
27158.56016432753,60,12.049694551961236,F,10,MORTGAGE,39575.908079677385,car,35.58225406768652,0,3,9,0,30524.56495008144,32.945986390020344,17,Individual,1
22857.18460823716,60,14.145216091836412,B,10,MORTGAGE,37218.755143637354,home_improvement,22.477381355555362,3,3,4,1,25672.053272268357,55.698389919918036,20,Individual,0
5328.589299325762,60,7.972482609398099,C,1,OWN,28190.152877651366,debt_consolidation,36.29054108211805,0,1,14,0,16266.077486532871,44.963203428031285,15,Individual,1
18435.16620845059,36,13.099940777538954,B,9,RENT,66526.16028111268,debt_consolidation,33.136201255053315,0,2,7,0,46533.019965753614,3.730471711491512,22,Individual,1
18953.972576875127,60,7.0639962381167205,D,1,MORTGAGE,55373.68076835702,major_purchase,25.985386152176723,2,0,10,0,13323.429700826073,47.431613133564724,19,Individual,1
34717.98077138413,36,15.660865757771663,A,2,MORTGAGE,18459.764495126117,credit_card,28.421356843569427,0,1,9,0,43091.11052125404,81.39559643176467,14,Individual,1
22319.280587323752,36,6.958767307657119,B,3,MORTGAGE,42712.617589937785,credit_card,36.44947012832962,0,1,10,0,38963.93935910697,42.571762930808035,15,Joint App,1
15835.621409845977,60,20.810167623463123,C,5,OWN,25297.94444883226,credit_card,25.251971477149773,0,0,9,0,22928.897667417943,34.74127205275482,20,Individual,1
39095.21281191571,60,16.332034350809792,B,5,MORTGAGE,31765.640619485635,credit_card,18.732739453243727,0,0,8,0,783.040276361574,14.554478128101234,13,Joint App,1
5318.103139726311,60,19.479357475470337,A,2,MORTGAGE,17066.595453806705,car,17.690204740767545,0,0,11,0,15493.872832534238,71.19570269660798,14,Individual,1
17479.388704165838,60,13.370327733053678,D,0,RENT,39274.09076826989,car,39.19492248208324,0,0,11,0,24057.86518745609,21.861380617774053,21,Joint App,0
2638.9623316848065,60,12.629825864844547,C,2,RENT,40273.07892593922,debt_consolidation,30.064470153747045,0,0,9,0,14705.422756298603,24.94236553849213,23,Individual,0
29856.260709910282,60,6.964177780977272,A,3,MORTGAGE,41573.55392500404,credit_card,26.851248258903354,0,1,7,0,13821.018840766192,90.01488241758099,22,Individual,1
36804.98553576687,36,15.477112140856452,C,8,OWN,29649.66850561753,credit_card,3.8422840607109032,0,2,7,0,39709.31914520332,25.50805151629464,14,Individual,1
11921.455852469087,36,15.290043297141839,E,9,RENT,31630.300781406804,car,23.521243598888958,0,0,15,0,13632.949646545583,92.87250673624989,13,Individual,1
34475.32539516572,36,14.362040888992107,A,7,OWN,14173.554443996494,debt_consolidation,7.555503858320622,2,2,7,0,22613.02111556397,91.5040514229816,20,Joint App,0
12396.510988014013,60,19.810367293648987,C,3,RENT,58759.0042939529,other,15.591245973041996,1,1,11,1,24190.060876383246,98.97877857177251,30,Individual,0
36520.03630411269,36,21.650088000647088,D,6,MORTGAGE,14962.787013251726,home_improvement,22.29229369834748,2,1,6,1,48433.837437477334,85.79379808954256,17,Joint App,1
30404.514240274573,36,20.01579349897016,A,8,RENT,44322.27965370647,home_improvement,0.31888672034354304,2,0,8,1,9710.589812875593,11.240823028864122,16,Individual,1
32391.364296816108,36,7.877314856136877,A,1,RENT,32433.763069969882,debt_consolidation,34.49144286672348,0,0,8,0,4031.3797391865855,67.21285386718273,21,Joint App,1
1702.2556684177255,36,17.441190185642164,C,2,OWN,48373.61824064726,home_improvement,17.54779472926493,0,2,7,0,42966.80983424122,9.424706562514807,16,Individual,1
38549.603925887015,36,6.606462113790668,D,0,MORTGAGE,39173.86365268334,debt_consolidation,24.90742765611393,0,0,13,0,6559.799114310655,60.57872829493285,21,Individual,1
29340.16869074261,36,18.89244574880953,A,7,MORTGAGE,22202.44300104682,home_improvement,8.078251858861115,0,3,15,0,25619.463108224394,31.845316196225525,19,Individual,0
12885.2927200592,60,12.636781931222533,D,1,RENT,48181.23628618733,other,28.045731871946646,0,2,9,1,26995.074110043737,1.5783110023368296,15,Individual,1
33346.39192949503,60,7.649979125325732,C,6,MORTGAGE,35534.690391588745,other,12.402656852783451,1,2,8,0,12993.018121837546,26.431683322879916,19,Individual,1
11979.326738182268,60,22.241017139522555,B,6,MORTGAGE,32404.08760853948,credit_card,20.64471637584834,0,2,4,1,19423.570466641144,14.527194715487358,16,Individual,1
35037.39974307899,36,17.28016678077875,C,10,RENT,40716.116893706625,credit_card,12.929934106228602,1,0,11,0,14617.666133233504,44.787300335724225,15,Individual,1
5390.635226065544,60,12.09449935895055,F,2,MORTGAGE,64700.59759660732,debt_consolidation,25.7813788208321,1,1,9,1,28250.65257509515,90.58896469903806,15,Individual,1
28443.753120971036,60,5.614543593009991,B,1,MORTGAGE,30386.08695015664,debt_consolidation,34.01577240168753,1,1,10,0,44531.89901555577,40.71901570560061,19,Individual,1
22087.240589151505,36,15.74620518007221,C,2,MORTGAGE,43787.74843904434,debt_consolidation,25.643219290868366,1,2,11,1,10290.094627595974,44.864853165652896,16,Individual,1
4764.844337622191,60,23.464517569724652,C,7,MORTGAGE,40366.54567400468,credit_card,7.127095075584289,0,1,7,0,24039.70839073482,34.82213539538489,14,Individual,1
10433.859302094721,36,16.927596654047314,A,8,OWN,29336.134617990952,debt_consolidation,9.985997453276099,0,2,7,1,2298.6750713921365,21.04901275975267,24,Individual,1
1483.7574148152767,60,24.433012092389863,A,10,MORTGAGE,27094.775603986836,debt_consolidation,20.909688000432705,0,1,9,0,46328.97799054732,90.32299181703445,15,Individual,1
19281.950653115728,36,7.72902236540917,A,7,RENT,21926.255989836714,debt_consolidation,10.851901219553962,0,0,5,0,43025.9466825132,96.26317448219326,23,Individual,1
12749.345169640015,36,16.366102091896735,B,10,MORTGAGE,46686.26141685938,credit_card,7.818516508689055,1,0,8,0,43901.14773960802,39.399072525614606,23,Individual,1
24335.941887612593,60,20.96250096012859,A,1,MORTGAGE,26968.61308639442,credit_card,1.8662949160397657,1,0,4,2,30370.598316906387,83.38820173852129,20,Individual,1
12592.274500636071,36,15.510814622514324,D,8,OWN,19277.32952782617,home_improvement,4.166202951539701,0,0,15,0,11095.462426646225,25.612134443880496,19,Individual,1
12696.845348772404,60,6.821327119749451,G,5,MORTGAGE,35282.46681339713,credit_card,22.592724325433732,1,1,11,0,41896.776892279646,13.224412473556201,13,Individual,1
29984.534750532534,36,16.657720030944354,A,1,OWN,59263.579516351376,home_improvement,7.78507861930315,1,4,8,0,37451.29126962573,35.340538476808995,21,Joint App,1
2877.5706031557847,60,17.234758116849434,B,8,MORTGAGE,65082.58382146454,major_purchase,19.936478340634046,0,3,5,0,24496.184199474406,46.71789647236161,15,Individual,0
36212.904812487504,60,19.57418496950705,A,4,OWN,8719.951697514187,debt_consolidation,25.673809132415055,1,0,13,0,24696.696661153866,87.74690166838643,21,Individual,1
34238.29110125608,36,20.22423030330948,A,5,OWN,38624.308939506904,home_improvement,10.00555303913024,0,3,7,0,38409.946305332385,27.74471348572395,21,Individual,1
27044.382645829854,60,20.415453764212145,B,0,RENT,47247.30542367832,home_improvement,37.981403229476705,0,2,9,0,43750.64666533973,84.92951049214385,18,Joint App,1
24135.641234187988,60,18.26888787277932,B,1,OWN,46095.08004896374,home_improvement,10.267124248676037,0,3,5,0,3337.955817454774,19.686953707027033,24,Individual,1
35799.797427446436,60,9.316223728373163,F,0,OWN,34810.39261804557,credit_card,6.484032229106025,2,0,6,1,23786.760252490418,27.36264505186786,15,Individual,1
8227.877001619863,36,13.084715116789587,B,3,MORTGAGE,81064.12412979276,home_improvement,18.27502982986889,0,1,12,0,26209.85274490482,90.2476515848566,23,Individual,1
4079.797325442316,36,20.522599452287974,C,1,OWN,68170.49477345176,other,17.68636945139726,1,1,13,0,5948.9503769644625,74.50313026269305,20,Individual,0
10340.896626471986,60,24.068539668016264,B,0,RENT,34733.68388114359,debt_consolidation,34.33459030075675,0,3,14,1,38956.41027879173,65.41071407336106,18,Individual,1
31988.55286930742,60,6.57893929673244,A,2,RENT,29506.13968036164,home_improvement,1.8941200697803628,1,0,14,0,39636.017230022655,26.928782496511484,21,Joint App,1
2352.1404023328496,36,15.710733555943897,E,3,MORTGAGE,42991.64940590714,debt_consolidation,10.897845845503117,1,0,11,2,23416.17962187545,93.39595005670279,14,Individual,1
23729.466568256095,36,11.250445426486129,A,3,MORTGAGE,46122.95290360942,other,35.16273679667417,0,2,8,1,46273.0438131931,6.5695254399003815,20,Individual,1
39822.06313146109,60,9.507877886336596,F,2,RENT,37236.977613983894,major_purchase,30.349553202952606,0,1,9,1,21462.28427673078,27.682902936022835,17,Individual,0
34372.147659664035,36,15.1162136703943,A,1,OWN,38885.455230212865,other,0.1555563444502761,0,1,10,1,20487.218436364095,72.0908232963961,30,Individual,1
21336.38187269999,36,17.121786811130733,C,7,RENT,78059.15123683593,credit_card,21.11593655773555,1,4,8,0,2991.6450072757116,18.107665802360884,26,Individual,1
3481.9954621790516,60,5.195444628389625,G,9,RENT,79110.88838258217,debt_consolidation,9.789777608114951,0,3,6,0,34143.719855189374,34.90175345598475,23,Individual,1
33423.56706104268,36,20.60413144402382,A,10,RENT,53638.991130826194,major_purchase,39.53089242525424,0,1,11,0,27976.666642702436,74.20625570980397,21,Individual,1
24360.161818911212,36,21.397642625188954,B,1,RENT,57586.85291645077,other,39.342614972619195,0,0,11,0,12406.532611530596,40.81464352568024,32,Individual,1
5482.386885323106,36,24.31021649135866,D,4,RENT,55612.49650079776,home_improvement,37.09432191631236,0,1,9,0,45569.94077952344,85.56968923446854,18,Individual,0
4660.434108110892,60,8.6128746644939,A,6,OWN,32870.624461057654,major_purchase,0.3990763993761881,0,2,9,0,1059.657075996645,57.5479183785547,19,Individual,1
36475.44595802711,36,16.89105124721896,C,8,OWN,45465.397119346766,credit_card,36.1979709627157,0,0,12,0,6516.501445934714,97.20812736686565,24,Individual,1
27098.81025458506,60,13.53250746952789,A,2,MORTGAGE,41360.62113952423,medical,13.067152793570362,0,1,8,0,18351.57730901504,64.39116586940006,22,Individual,1
33342.185173353464,36,11.696557031107012,B,0,MORTGAGE,67176.06094295876,other,25.676440988002582,0,2,9,0,21734.91487012493,71.59625980090487,24,Individual,0
35280.17711100842,36,16.312669028750094,A,8,RENT,42028.149542176165,debt_consolidation,17.967455674544333,1,3,15,0,27252.564813045086,84.07854477475922,21,Individual,1
23299.121729884566,60,20.647661864471004,E,0,OWN,55794.09039988475,credit_card,14.18416215035057,0,1,4,0,16377.531639748338,73.41685409036131,14,Joint App,1
21180.40771844661,60,5.461055668904202,A,7,OWN,34182.30865477106,debt_consolidation,11.477740357719583,0,2,11,0,46563.90854425937,78.62365256794678,31,Joint App,1
17786.669002518618,60,24.388002251323734,A,1,MORTGAGE,51367.62039101438,debt_consolidation,17.111359992618663,0,1,7,0,23376.709300997783,59.63203371488708,22,Individual,1
13360.916923853652,60,21.197631714114216,C,6,MORTGAGE,41605.045305911204,credit_card,11.881260038990145,2,1,6,1,35111.959065429946,22.939307493019268,18,Individual,1
17949.242473489758,36,20.02307407291157,B,2,MORTGAGE,24931.169645539572,debt_consolidation,37.04074707031048,1,1,9,0,16749.840121086872,46.72046686828861,22,Individual,1
31181.3065734761,60,20.20774764361007,B,5,OWN,52170.74896895905,car,17.48153360842652,0,1,10,0,40129.65335395842,96.23105469463805,24,Joint App,1
24475.01380959013,60,12.781214192373051,A,5,MORTGAGE,61061.89291283329,debt_consolidation,37.785458470211765,0,2,16,0,34480.953726166204,46.452637741279126,19,Individual,1
35808.408308239,60,20.032411016896276,D,3,RENT,15918.986520183722,debt_consolidation,14.859365472423569,1,1,9,1,41928.54794188935,88.42688989909789,26,Individual,1
18291.82056078832,36,12.735404172059152,C,7,MORTGAGE,15201.66669904267,car,10.397322127826648,0,1,10,0,10023.455296241807,67.85954462050495,22,Individual,1
24676.493570031405,36,22.974136591495864,B,4,OWN,40875.056444261456,debt_consolidation,32.365928189545606,2,0,8,1,47152.489798876566,8.755203729400485,24,Individual,1
25620.99457058756,60,8.544447666129393,A,6,RENT,44237.61017074865,debt_consolidation,20.819524005352676,0,2,10,0,45870.16653807805,51.280713064872074,23,Individual,1
24076.189329946694,60,10.846948484303029,C,4,RENT,23064.568804186656,credit_card,6.513257781167847,1,0,12,0,21987.113515973044,4.55171025644403,12,Individual,1
28402.71715033514,60,16.02675085398152,D,3,OWN,41922.916591928355,debt_consolidation,37.12007869170198,1,1,8,0,5795.180272501987,40.610549882097104,10,Individual,1
10259.905266617445,60,11.38422071774545,B,5,RENT,34631.93203766807,debt_consolidation,38.48400172284077,0,2,8,0,22360.941964583548,95.73489978846361,21,Individual,1
20982.187324285835,36,13.484744905905469,A,2,RENT,13113.490717872834,credit_card,27.528316724201446,0,2,8,0,20737.02695447527,91.23266350558852,19,Individual,0
5064.7673095255595,60,14.848453787971893,B,5,RENT,39734.83195959589,debt_consolidation,38.87381001261455,0,1,9,0,41725.75257205447,53.432108779756405,18,Individual,1
15995.94177814769,36,22.12706697627017,C,5,MORTGAGE,22337.949336771995,other,26.96563522015093,0,1,10,1,262.9997912070858,74.81461920479899,14,Individual,1
20019.01567622931,60,15.463845072173857,G,10,RENT,48352.2171745338,debt_consolidation,24.928385146770587,0,1,10,0,3334.1438514291667,54.75109047803929,23,Joint App,0
26436.746122273427,60,12.249196972291209,A,10,MORTGAGE,28225.72240568529,debt_consolidation,33.03700631351749,1,0,8,0,31913.22678136056,55.93909988413203,17,Individual,0
38070.71105086194,36,9.954723280702316,B,5,MORTGAGE,43325.483458363786,home_improvement,2.7083188943358882,1,4,11,0,1102.1229897745511,72.77123288312428,27,Joint App,1
24425.391595385878,60,13.173519575843944,A,10,OWN,65300.171774642295,other,17.71580778653888,0,0,6,1,34452.7487510173,66.35401768621804,20,Joint App,1
30000.162730885833,60,15.314722088287398,B,2,RENT,29463.41001199957,debt_consolidation,17.21775665234814,1,1,14,0,18282.777948446237,8.635786590290383,11,Individual,1
20744.37632031291,60,19.92229714406473,B,7,RENT,34046.99123006267,debt_consolidation,24.832714949294093,0,0,9,0,49113.90153031218,38.09990810921897,20,Individual,1
25730.057223676922,60,7.420975523446773,E,3,OWN,67813.81607173705,credit_card,13.887008099996478,0,0,6,0,22141.566152305913,31.161584084295523,22,Joint App,1
3766.3564292171636,36,9.432183764783018,A,10,MORTGAGE,48197.5756541344,credit_card,18.139510822290067,0,1,11,0,38055.31431198424,97.99610160428855,25,Individual,1
10921.271652832032,60,12.593080317373463,D,1,RENT,34915.51856328394,debt_consolidation,33.978280225179056,0,3,13,0,30928.733795510234,72.53625519971852,20,Individual,1
15112.27063500041,60,12.207968102390293,B,6,MORTGAGE,75743.2313848193,debt_consolidation,37.916614803259485,0,0,9,0,24230.303209363603,87.37751747018474,19,Individual,1
19427.24084525403,36,12.834961752104235,D,10,OWN,32676.907957298947,major_purchase,19.364907938014902,0,1,13,0,23993.851008244244,10.263691394409802,25,Individual,1
2780.301074592966,60,20.87042529280649,C,7,MORTGAGE,32392.866061225548,major_purchase,28.20851342751107,1,0,8,0,47483.10232170679,5.126089476287832,26,Individual,1
6460.93980457939,36,11.483088059243462,A,10,RENT,23134.516167276568,debt_consolidation,21.89218415961999,0,1,11,1,49142.40558874418,62.07422455954054,26,Individual,0
11795.758003860925,60,15.037963608053293,F,3,MORTGAGE,48048.87514706324,debt_consolidation,34.703931113476855,0,3,9,0,45174.61278176578,54.508621440684344,21,Individual,1
38889.774945140976,60,17.47814065715793,A,5,MORTGAGE,21612.125337921607,credit_card,10.469702924465727,0,0,10,0,18907.045039779296,9.171511867566085,18,Individual,1
13922.53327701898,60,9.643571003672102,C,7,RENT,71159.90379241608,debt_consolidation,34.53812623499553,0,2,9,0,5616.341480848691,59.73245561500292,16,Individual,1
19799.601266371217,36,19.373907742950777,E,4,RENT,27348.855590260933,debt_consolidation,20.603485229683855,0,1,9,0,14088.795401065152,84.54120115136918,17,Joint App,0
8647.810796797325,36,15.942226394765619,A,8,RENT,45639.905506020696,debt_consolidation,18.24593093711364,0,0,8,0,22184.29068885135,16.87412587677243,19,Individual,1
24820.422771954964,60,13.935623260627562,C,5,MORTGAGE,37085.17206249994,debt_consolidation,38.08028165090979,0,1,11,0,27459.498331111892,55.99867550819344,18,Individual,1
11946.645405122998,36,21.195680534766275,D,5,OWN,46986.18374097029,debt_consolidation,12.20293107448461,0,2,11,0,17894.71182335059,85.01556248400067,22,Individual,1
9072.710559098643,60,9.86990518370364,G,1,RENT,44415.64231391769,home_improvement,3.29670687189743,0,1,8,0,38598.87871542454,90.15301115685432,30,Individual,1
21146.332509393185,36,22.663519412286462,D,6,RENT,38030.57552491661,credit_card,26.875909683020673,0,3,5,0,23148.68758495595,88.02454069746453,23,Individual,1
1214.726167256412,60,16.220974707334076,B,8,RENT,30270.451543151557,major_purchase,10.520109968100293,1,1,6,0,42535.38499574165,84.30745070777981,20,Individual,1
1298.8972733197877,36,17.183497587593166,C,4,RENT,41346.230852602515,home_improvement,25.672125427728485,0,0,14,0,21945.9418019005,35.394121425488166,13,Individual,1
9543.683554972453,60,22.501179283378857,D,4,RENT,67815.46361411379,credit_card,2.239642207187229,0,0,7,1,29144.533993663234,57.86494976897184,24,Individual,0
2432.1331375320246,36,21.35165375698672,C,10,RENT,31194.12209552148,debt_consolidation,22.491780532577028,0,1,12,0,27932.722769120584,49.11108821742985,21,Joint App,1
5213.004411096964,36,17.031241376438008,E,4,RENT,20739.63164805335,other,9.485529791977765,0,1,10,0,5053.373873052991,11.164808936450953,24,Joint App,0
14215.565324211313,36,20.063754076963484,A,0,OWN,50269.88866855212,debt_consolidation,3.010876147367161,1,0,17,0,24089.68147392193,52.69354118281539,24,Joint App,1
32300.8415036127,36,13.666389804657937,A,4,OWN,41360.623275186575,home_improvement,2.222128346782286,1,2,17,0,19476.205408439047,53.48548784972711,20,Individual,0
23309.897091402734,60,15.947555069994925,C,9,RENT,71390.74253969108,debt_consolidation,38.30299781917463,1,0,10,0,25824.893080003887,85.74899141263816,19,Individual,0
20994.04131230024,60,6.241402734170222,F,7,RENT,47724.30303753298,credit_card,10.616084101309799,0,1,5,0,12282.5522067177,8.319030970427132,18,Individual,1
12446.064105116744,36,6.797158360000937,C,2,MORTGAGE,67699.74535667142,car,23.27273948910055,0,2,7,0,30149.752372040915,14.707520641425509,11,Individual,1
37338.39505787984,60,21.58850808372664,F,8,RENT,86347.67528555985,debt_consolidation,19.38397183437781,0,1,10,0,32308.25099365029,58.25930753386622,26,Individual,1
16483.586608250473,36,6.193433113649933,F,8,RENT,31548.42405312222,debt_consolidation,14.516016016942626,0,1,10,0,19020.97158800607,15.810943354222884,16,Individual,1
4396.617905035088,60,8.387982512652146,E,5,RENT,34472.63168382169,debt_consolidation,21.703612257181604,1,2,7,0,32556.425476820037,95.78548383213298,13,Joint App,1
25065.59412859425,36,20.916653179008833,E,3,OWN,63133.29824109736,credit_card,22.38720993705325,0,1,10,0,17945.65850728426,54.693166631297466,21,Individual,1
5439.697345587455,60,5.022919012565126,E,3,RENT,37794.7382147496,home_improvement,33.49006415571733,1,1,9,0,25590.671577914487,18.598004300478554,21,Individual,1
14463.702569265992,60,10.648086576917287,D,10,MORTGAGE,29691.71802928469,debt_consolidation,15.449945380226309,0,2,9,0,38023.624719294115,5.776041805330278,13,Individual,1
20789.065609994545,36,16.680773156532435,C,0,RENT,31775.489132676645,debt_consolidation,14.11326012949749,0,1,14,0,9229.157172273062,55.66240248701379,14,Individual,1
35094.67846272186,36,16.908998629385934,A,9,RENT,26588.057568479035,credit_card,27.16863979373391,0,0,7,1,49872.655980511074,82.5967696387,19,Individual,0
20248.31663326463,36,20.54305816458947,A,4,MORTGAGE,13238.699782635087,debt_consolidation,14.870932493442538,0,1,12,0,11696.129840434272,55.01765785012842,16,Individual,1
28388.091875234906,36,15.11852508984341,A,4,RENT,50245.05876187777,medical,20.441285834062683,0,0,11,0,36783.63188087547,93.14641547382749,23,Individual,1
39719.85672096375,36,15.188037390619407,A,4,RENT,25248.55933373441,credit_card,6.925672837908552,0,2,14,1,40552.06315422036,96.76527125044944,16,Individual,1
6128.0756760212835,60,19.50621151081401,A,0,OWN,17536.1256160254,debt_consolidation,11.35381097768089,0,2,10,1,30638.661404906758,1.3123438636373774,17,Individual,1
